Player,AHL.Season,AHL.GP,AHL.Goals,AHL.Assists,AHL.Fights,AHL.Points,NHL.Season,NHL.GP,NHL.Goals,NHL.Assists,NHL.Fights,NHL.Points,WHL.Seasons,WHL.GP,WHL.Goals,WHL.Assists,WHL.Fights,WHL.Points
Eric Bertrand,6,369,116,167,32,283,2,15,0,0,0,0,0,0,0,0,0,0
Eric Gryba,4,183,14,25,18,39,3,165,4,25,7,29,0,0,0,0,0,0
Evan Brophey,6,432,70,100,13,170,2,4,0,0,0,0,0,0,0,0,0,0
Evgeny Korolev,4,200,10,38,9,48,3,42,1,4,0,5,0,0,0,0,0,0
Fabian Brunnstrom,4,126,28,47,2,75,3,104,19,22,0,41,0,0,0,0,0,0
Frank Corrado,4,101,13,23,2,36,3,28,2,0,0,2,0,0,0,0,0,0
Gabriel Bourque,3,118,27,37,2,64,4,220,30,44,0,74,0,0,0,0,0,0
Garry Valk,2,44,12,10,0,22,6,342,33,65,3,98,0,0,0,0,0,0
Greg Hawgood,4,285,54,162,5,216,3,97,7,22,0,29,0,0,0,0,0,0
Greg Moore,6,377,86,111,5,197,2,10,0,0,0,0,0,0,0,0,0,0
Greg Stewart,4,248,29,32,40,61,3,26,0,1,7,1,0,0,0,0,0,0
Jake Gardiner,3,57,10,26,0,36,4,246,21,68,1,89,0,0,0,0,0,0
Jamie Sifers,6,401,24,86,21,110,2,37,0,2,3,2,0,0,0,0,0,0
Janne Laukkanen,2,10,0,6,0,6,6,297,18,76,1,94,0,0,0,0,0,0
Jason Akeson,4,265,81,144,2,225,3,15,1,1,0,2,0,0,0,0,0,0
Jason Demers,2,103,6,44,2,50,6,361,21,99,5,120,0,0,0,0,0,0
Jason Podollan,4,274,122,107,10,229,3,12,0,1,1,1,0,0,0,0,0,0
Jay McKee,1,13,1,7,1,8,12,758,20,94,19,114,0,0,0,0,0,0
Jeff Farkas,4,274,76,126,0,202,3,11,0,2,0,2,0,0,0,0,0,0
Jeff Giuliano,6,251,26,52,0,78,2,101,3,10,0,13,0,0,0,0,0,0
Jeff Heerema,6,345,138,164,4,302,2,32,4,2,0,6,0,0,0,0,0,0
Jiri Fischer,2,25,2,8,0,10,6,305,11,49,10,60,0,0,0,0,0,0
Joe Finley,6,184,2,15,35,17,2,21,0,1,4,1,0,0,0,0,0,0
Joe Sacco,2,12,8,6,0,14,6,400,29,49,12,78,0,0,0,0,0,0
Jon Kalinski,6,265,36,53,3,89,2,22,1,4,0,5,0,0,0,0,0,0
Jordan Nolan,3,136,16,29,20,45,4,194,16,13,20,29,0,0,0,0,0,0
Jordie Benn,3,165,18,47,3,65,4,180,6,38,0,44,0,0,0,0,0,0
Josef Marha,3,126,25,82,0,107,4,151,21,30,0,51,0,0,0,0,0,0
Julien Brouillette,6,309,29,59,1,88,2,11,1,1,0,2,0,0,0,0,0,0
Junior Lessard,4,248,82,88,3,170,3,27,3,1,1,4,0,0,0,0,0,0
Kamil Kreps,3,117,28,45,0,73,4,232,18,42,1,60,0,0,0,0,0,0
Kamil Piros,4,231,51,73,0,124,3,28,4,4,0,8,0,0,0,0,0,0
Kent McDonell,6,376,87,132,35,219,2,32,1,2,2,3,0,0,0,0,0,0
Kevin Sawyer,3,167,14,34,63,48,4,100,3,3,45,6,0,0,0,0,0,0
Konstantin Koltsov,4,150,25,51,2,76,3,144,12,26,0,38,0,0,0,0,0,0
Kristian Kudroc,4,182,1,23,17,24,3,26,2,2,0,4,0,0,0,0,0,0
Kyle Greentree,6,347,131,137,8,268,2,4,0,0,0,0,0,0,0,0,0,0
Ladislav Benysek,3,131,2,22,1,24,4,161,3,12,0,15,0,0,0,0,0,0
Logan Couture,2,46,20,33,1,53,6,379,139,149,1,288,0,0,0,0,0,0
Mark Arcobello,4,188,60,91,0,151,3,119,21,28,0,49,0,0,0,0,0,0
Marquis Mathieu,4,216,38,39,6,77,3,16,0,2,0,2,0,0,0,0,0,0
Mat Clark,6,303,5,42,22,47,2,9,0,1,0,1,0,0,0,0,0,0
Mathias Tjarnqvist,3,95,33,26,1,59,4,173,13,19,0,32,0,0,0,0,0,0
Mathieu Schneider,1,8,3,2,0,5,12,812,139,330,2,469,0,0,0,0,0,0
Mats Lindgren,2,8,0,2,0,2,6,318,43,60,0,103,0,0,0,0,0,0
Matt Donovan,4,180,32,87,6,119,3,67,2,17,0,19,0,0,0,0,0,0
Matt Foy,4,168,53,63,14,116,3,56,6,7,2,13,0,0,0,0,0,0
Matt Irwin,4,181,22,66,0,88,3,153,16,34,1,50,0,0,0,0,0,0
Matt Martin,2,83,13,21,14,34,6,358,32,37,58,69,0,0,0,0,0,0
Mike Lundin,2,78,6,39,0,45,6,252,4,32,0,36,0,0,0,0,0,0
Miroslav Satan,1,10,3,6,0,9,12,912,320,342,3,662,0,0,0,0,0,0
Nate Prosser,2,96,8,23,3,31,6,189,5,23,7,28,0,0,0,0,0,0
Nick Bonino,2,69,18,49,0,67,6,264,48,73,0,121,0,0,0,0,0,0
Nicklas Jensen,4,139,35,22,1,57,3,24,3,3,0,6,0,0,0,0,0,0
Nikita Alexeev,4,121,19,20,0,39,3,159,20,17,0,37,0,0,0,0,0,0
Nikita Filatov,3,90,32,32,0,64,4,53,6,8,0,14,0,0,0,0,0,0
Patrick Davis,6,317,47,76,4,123,2,9,1,0,0,1,0,0,0,0,0,0
Patrick Wiercioch,3,156,18,39,1,57,4,159,12,45,1,57,0,0,0,0,0,0
Paul Mara,1,36,1,10,3,11,12,735,64,189,21,253,0,0,0,0,0,0
Paul Ranger,2,52,8,19,0,27,6,323,24,82,0,106,0,0,0,0,0,0
Peter Sarno,6,323,65,183,1,248,2,7,1,0,0,1,0,0,0,0,0,0
Peter Sejna,3,142,43,84,0,127,4,49,7,4,0,11,0,0,0,0,0,0
Peter Smrek,6,388,20,91,0,111,2,28,2,4,0,6,0,0,0,0,0,0
Petr Prucha,2,21,8,13,0,21,6,346,78,68,3,146,0,0,0,0,0,0
Richard Lintner,4,143,20,48,1,68,3,112,8,12,0,20,0,0,0,0,0,0
Richard Panik,4,133,44,50,8,94,3,151,19,20,2,39,0,0,0,0,0,0
Riley Nash,3,188,35,54,0,89,4,178,22,37,0,59,0,0,0,0,0,0
Riley Sheahan,3,110,25,31,1,56,4,123,22,38,0,60,0,0,0,0,0,0
Roman Lyashenko,3,200,57,95,0,152,4,139,14,9,0,23,0,0,0,0,0,0
Sheldon Keefe,4,149,57,55,0,112,3,125,12,12,2,24,0,0,0,0,0,0
Simon Despres,3,107,15,29,4,44,4,160,6,33,5,39,0,0,0,0,0,0
Stefan Ruzicka,4,166,51,74,2,125,3,55,4,13,1,17,0,0,0,0,0,0
Stephane Da Costa,3,159,44,88,0,132,4,47,7,4,0,11,0,0,0,0,0,0
Stephane Matteau,2,6,0,0,0,0,6,397,59,68,15,127,0,0,0,0,0,0
Steve Heinze,2,36,16,18,0,34,6,388,107,101,0,208,0,0,0,0,0,0
Steve Moore,4,197,34,47,0,81,3,69,5,7,1,12,0,0,0,0,0,0
Steve Zalewski,6,383,82,151,4,233,2,10,0,0,0,0,0,0,0,0,0,0
Taylor Beck,4,193,44,87,0,131,3,85,11,12,0,23,0,0,0,0,0,0
Teemu Laakso,4,217,17,55,1,72,3,17,0,0,0,0,0,0,0,0,0,0
Tim Erixon,3,132,13,87,0,100,4,93,2,12,0,14,0,0,0,0,0,0
Timo Helbling,6,301,13,50,12,63,2,11,0,1,0,1,0,0,0,0,0,0
Tom Cavanagh,6,286,59,109,2,168,2,18,1,2,0,3,0,0,0,0,0,0
Tom Preissing,2,63,11,26,0,37,6,326,31,101,2,132,0,0,0,0,0,0
Tomi Pettinen,4,250,3,30,0,33,3,24,0,0,0,0,0,0,0,0,0,0
Tommy Westlund,3,94,10,24,1,34,4,203,9,13,2,22,0,0,0,0,0,0
Tyler Eckford,6,336,29,83,5,112,2,7,0,1,0,1,0,0,0,0,0,0
Vaclav Nedorost,4,80,27,32,0,59,3,99,10,10,0,20,0,0,0,0,0,0
Viktor Stalberg,2,59,23,27,0,50,6,338,62,70,3,132,0,0,0,0,0,0
Vladimir Zharkov,4,185,41,72,2,113,3,82,2,12,0,14,0,0,0,0,0,0
Yan Golubovsky,3,153,8,33,2,41,4,56,1,7,0,8,0,0,0,0,0,0
Zac Rinaldo,3,95,6,10,33,16,4,223,8,16,33,24,0,0,0,0,0,0
Zach Redmond,4,153,22,53,2,75,3,77,7,20,0,27,0,0,0,0,0,0
Brent Burns,1,1,0,1,0,1,11,715,114,234,5,348,0,0,0,0,0,0
Chris Gratton,1,24,3,12,0,15,11,798,147,252,51,399,0,0,0,0,0,0
Christian Ehrhoff,1,27,4,10,0,14,11,741,72,255,7,327,0,0,0,0,0,0
Fedor Tyutin,1,43,5,9,0,14,11,742,53,195,4,248,0,0,0,0,0,0
Jarkko Ruutu,1,65,26,32,4,58,11,652,58,84,44,142,0,0,0,0,0,0
Mathieu Dandenault,1,19,1,1,0,2,11,769,60,119,5,179,0,0,0,0,0,0
Mike Sillinger,1,3,1,3,0,4,11,753,193,214,1,407,0,0,0,0,0,0
Milan Michalek,1,7,2,2,0,4,11,697,200,228,7,428,0,0,0,0,0,0
Pierre-Marc Bouchard,1,44,9,28,0,37,11,593,110,246,1,356,0,0,0,0,0,0
Ryan Kesler,1,33,3,8,1,11,11,736,202,238,23,440,0,0,0,0,0,0
Steve Reinprecht,1,62,13,30,0,43,11,663,140,242,0,382,0,0,0,0,0,0
Tim Connolly,1,28,5,7,1,12,11,697,131,300,2,431,0,0,0,0,0,0
Tim Gleason,1,22,0,8,1,8,11,727,17,125,49,142,0,0,0,0,0,0
Trevor Daley,1,40,8,6,2,14,11,756,67,164,11,231,0,0,0,0,0,0
Aaron Ness,5,280,23,100,0,123,2,29,1,2,0,3,0,0,0,0,0,0
Alexander Semin,1,4,3,1,0,4,10,635,238,275,1,513,0,0,0,0,0,0
Andreas Thuresson,5,350,66,73,1,139,2,25,1,2,0,3,0,0,0,0,0,0
Artem Chubarov,2,33,14,18,0,32,5,228,25,33,0,58,0,0,0,0,0,0
Ben Chiarot,5,169,12,31,11,43,2,41,2,6,2,8,0,0,0,0,0,0
Cameron Gaunce,5,344,17,80,25,97,2,20,1,0,3,1,0,0,0,0,0,0
Chris Armstrong,5,344,45,174,2,219,2,7,0,1,0,1,0,0,0,0,0,0
Cody Hodgson,2,71,22,27,0,49,5,289,61,73,0,134,0,0,0,0,0,0
Colin Greening,2,71,20,27,6,47,5,255,38,49,9,87,0,0,0,0,0,0
Corey Perry,1,19,16,18,2,34,10,722,296,306,33,602,0,0,0,0,0,0
Daniel Goneau,5,221,60,66,0,126,2,12,2,0,0,2,0,0,0,0,0,0
David Warsofsky,5,230,18,77,2,95,2,10,1,2,0,3,0,0,0,0,0,0
Dennis Wideman,1,12,2,4,1,6,10,707,92,258,6,350,0,0,0,0,0,0
Denny Lambert,2,78,24,24,6,48,5,361,22,39,88,61,0,0,0,0,0,0
Derek Grant,5,256,61,56,4,117,2,25,0,2,0,2,0,0,0,0,0,0
Dixon Ward,2,134,46,82,6,128,5,291,46,59,3,105,0,0,0,0,0,0
Dominic Moore,1,70,14,25,0,39,10,685,83,147,4,230,0,0,0,0,0,0
Eric Healey,10,668,261,298,9,559,1,2,0,0,0,0,0,0,0,0,0,0
Eric O'Dell,5,180,72,76,2,148,2,41,3,5,1,8,0,0,0,0,0,0
Erik Condra,2,135,28,57,1,85,5,299,33,54,3,87,0,0,0,0,0,0
Espen Knutsen,2,43,5,14,0,19,5,207,30,81,1,111,0,0,0,0,0,0
Gabe Gauthier,5,274,57,122,2,179,2,8,0,0,0,0,0,0,0,0,0,0
Greg Nemisz,5,241,46,60,3,106,2,15,0,1,0,1,0,0,0,0,0,0
Jeff Ware,5,287,1,22,39,23,2,8,0,1,0,1,0,0,0,0,0,0
Jerry D'Amigo,5,299,61,83,10,144,2,31,1,2,0,3,0,0,0,0,0,0
Joe Whitney,5,278,86,123,1,209,2,5,1,0,0,1,0,0,0,0,0,0
Joey Mormina,10,620,31,114,42,145,1,1,0,0,0,0,0,0,0,0,0,0
Jon Klemm,1,41,0,6,0,6,10,622,29,72,1,101,0,0,0,0,0,0
Jordan LaVallee-Smotherman,5,368,79,86,25,165,2,4,1,1,0,2,0,0,0,0,0,0
Jordan Szwarz,5,191,35,54,7,89,2,35,4,0,1,4,0,0,0,0,0,0
Kevin Shattenkirk,2,13,0,2,0,2,5,338,41,157,2,198,0,0,0,0,0,0
Kirill Safronov,5,310,21,84,3,105,2,35,2,2,0,4,0,0,0,0,0,0
Kyle McLaren,1,22,1,6,1,7,10,587,36,140,19,176,0,0,0,0,0,0
Lee Stempniak,1,25,8,7,2,15,10,708,165,204,7,369,0,0,0,0,0,0
Lukas Kaspar,5,300,61,103,0,164,2,16,2,2,0,4,0,0,0,0,0,0
Luke Gazdic,5,261,29,28,62,57,2,107,4,3,22,7,0,0,0,0,0,0
Marcel Goc,1,78,16,21,0,37,10,636,75,113,1,188,0,0,0,0,0,0
Marek Malik,1,21,2,8,0,10,10,636,32,129,4,161,0,0,0,0,0,0
Mark Cundari,5,281,36,89,20,125,2,8,1,2,0,3,0,0,0,0,0,0
Mark Streit,1,43,3,12,0,15,10,654,84,300,0,384,0,0,0,0,0,0
Martin Lapointe,1,3,0,0,0,0,10,759,147,165,46,312,0,0,0,0,0,0
Mats Zuccarello,2,73,25,40,0,65,5,222,45,97,1,142,0,0,0,0,0,0
Matt Carle,1,3,0,2,0,2,10,660,43,230,2,273,0,0,0,0,0,0
Matt Henderson,5,357,75,118,10,193,2,6,0,1,0,1,0,0,0,0,0,0
Maxim Afinogenov,1,15,6,12,0,18,10,651,158,237,8,395,0,0,0,0,0,0
Maxim Noreau,5,318,58,133,17,191,2,6,0,0,0,0,0,0,0,0,0,0
Michal Jordan,5,297,20,72,2,92,2,43,2,4,0,6,0,0,0,0,0,0
Mike Richards,1,16,3,11,0,14,10,710,179,303,33,482,0,0,0,0,0,0
Mike Sislo,5,247,65,69,1,134,2,24,0,1,0,1,0,0,0,0,0,0
Mike Stuart,5,231,2,36,3,38,2,3,0,0,0,0,0,0,0,0,0,0
Miroslav Zalesak,5,306,125,115,0,240,2,12,1,2,0,3,0,0,0,0,0,0
Nick Leddy,2,53,5,21,0,26,5,336,30,100,0,130,0,0,0,0,0,0
Nils Ekman,2,114,60,72,2,132,5,264,60,91,2,151,0,0,0,0,0,0
Nolan Pratt,1,54,3,15,12,18,10,583,9,54,33,63,0,0,0,0,0,0
Oliver Ekman-Larsson,2,35,10,21,0,31,5,340,55,99,1,154,0,0,0,0,0,0
Oliver Lauridsen,5,264,9,25,32,34,2,16,2,1,2,3,0,0,0,0,0,0
Oskars Bartulis,5,189,6,44,1,50,2,66,1,8,0,9,0,0,0,0,0,0
Peter Olvecky,5,308,61,92,0,153,2,32,2,5,0,7,0,0,0,0,0,0
R.J. Umberger,1,6,3,5,0,8,10,740,178,203,10,381,0,0,0,0,0,0
Richard Scott,5,182,6,20,76,26,2,10,0,0,4,0,0,0,0,0,0,0
Rob Zettler,2,59,3,11,5,14,5,151,1,17,13,18,0,0,0,0,0,0
Sami Lepisto,2,125,8,79,1,87,5,176,6,29,1,35,0,0,0,0,0,0
Sandis Ozolinsh,1,2,0,1,0,1,10,556,88,242,2,330,0,0,0,0,0,0
Scott Timmins,5,282,55,83,1,138,2,24,1,0,0,1,0,0,0,0,0,0
Sebastien Bordeleau,2,52,13,19,1,32,5,219,35,52,1,87,0,0,0,0,0,0
Sergei Brylin,1,44,21,22,0,43,10,660,117,164,1,281,0,0,0,0,0,0
Steve Wagner,5,219,21,66,3,87,2,46,4,8,0,12,0,0,0,0,0,0
Tom Wandell,2,64,10,13,0,23,5,229,20,23,0,43,0,0,0,0,0,0
Tommy Wingels,2,98,30,24,6,54,5,232,39,57,7,96,0,0,0,0,0,0
Wes O'Neill,5,199,9,26,6,35,2,5,0,0,0,0,0,0,0,0,0,0
Will Acton,5,239,39,40,17,79,2,33,3,2,4,5,0,0,0,0,0,0
Yann Sauve,5,213,7,34,12,41,2,8,0,0,0,0,0,0,0,0,0,0
Zach Sill,5,277,33,40,35,73,2,83,1,3,12,4,0,0,0,0,0,0
Alexander Suglobov,3,133,47,46,2,93,3,18,1,0,0,1,0,0,0,0,0,0
Alexander Svitov,3,52,17,19,5,36,3,179,13,24,6,37,0,0,0,0,0,0
Andre Roy,1,36,3,11,8,14,9,502,35,31,111,66,0,0,0,0,0,0
Andrei Bashkirov,3,144,52,63,1,115,3,30,0,3,0,3,0,0,0,0,0,0
Andrew Alberts,1,5,0,0,1,0,9,459,8,47,23,55,0,0,0,0,0,0
Andy Greene,1,52,5,16,0,21,9,559,31,140,0,171,0,0,0,0,0,0
Antoine Roussel,3,146,13,23,30,36,3,200,34,34,31,68,0,0,0,0,0,0
Antti Miettinen,1,48,7,23,0,30,9,539,97,133,0,230,0,0,0,0,0,0
Barry Richter,3,145,20,76,1,96,3,97,6,20,0,26,0,0,0,0,0,0
Beau Bennett,3,44,7,27,0,34,3,96,10,23,0,33,0,0,0,0,0,0
Byron Bitz,3,122,18,28,14,46,3,97,10,12,9,22,0,0,0,0,0,0
Calvin de Haan,3,76,3,18,0,21,3,117,4,24,0,28,0,0,0,0,0,0
Chris Brown,3,195,62,53,19,115,3,22,2,1,1,3,0,0,0,0,0,0
Chris Wells,3,57,13,13,2,26,3,94,5,12,5,17,0,0,0,0,0,0
Christian Berglund,3,112,33,54,3,87,3,86,11,16,1,27,0,0,0,0,0,0
Corey Tropp,3,109,21,45,15,66,3,148,6,21,11,27,0,0,0,0,0,0
Dan Carcillo,3,108,34,23,30,57,3,119,10,6,13,16,0,0,0,0,0,0
Dan Snyder,3,126,33,48,8,81,3,49,11,5,4,16,0,0,0,0,0,0
Danny Markov,1,52,3,23,2,26,9,538,29,118,6,147,0,0,0,0,0,0
Derek King,3,195,35,77,0,112,3,180,47,60,1,107,0,0,0,0,0,0
Drew Stafford,1,34,22,22,0,44,9,589,154,187,9,341,0,0,0,0,0,0
Dustin Penner,1,57,39,45,2,84,9,589,151,159,8,310,0,0,0,0,0,0
Dwayne Zinger,9,543,24,73,72,97,1,7,0,1,2,1,0,0,0,0,0,0
Eric Charron,3,143,20,47,3,67,3,35,0,1,1,1,0,0,0,0,0,0
Eric Gelinas,3,145,23,41,1,64,3,122,13,35,0,48,0,0,0,0,0,0
Eric Wellwood,3,164,34,32,0,66,3,31,5,5,0,10,0,0,0,0,0,0
Evgeni Dadonov,3,155,33,51,0,84,3,55,10,10,0,20,0,0,0,0,0,0
Frantisek Kaberle,1,4,0,2,0,2,9,523,29,164,0,193,0,0,0,0,0,0
Geoff Platt,3,194,90,89,3,179,3,46,4,10,0,14,0,0,0,0,0,0
J.T. Miller,3,101,29,52,4,81,3,114,15,18,1,33,0,0,0,0,0,0
Jamie Oleksiak,3,163,15,57,2,72,3,59,1,9,0,10,0,0,0,0,0,0
Jan Hejda,1,5,0,3,1,3,9,627,25,110,3,135,0,0,0,0,0,0
Jarred Tinordi,3,158,6,23,17,29,3,43,0,6,7,6,0,0,0,0,0,0
Jean-Gabriel Pageau,3,142,38,56,3,94,3,87,14,11,1,25,0,0,0,0,0,0
Jeff Friesen,1,5,1,4,0,5,9,684,160,223,3,383,0,0,0,0,0,0
Jeremy Welsh,3,193,41,41,0,82,3,25,1,1,0,2,0,0,0,0,0,0
Joe Pavelski,1,16,8,18,0,26,9,643,228,257,4,485,0,0,0,0,0,0
Johan Larsson,3,164,46,76,1,122,3,68,6,14,1,20,0,0,0,0,0,0
Johan Witehall,3,155,41,47,2,88,3,54,2,5,0,7,0,0,0,0,0,0
Johnny Oduya,1,0,0,0,0,0,9,664,31,121,2,152,0,0,0,0,0,0
Kris Letang,1,10,1,6,0,7,9,491,66,219,6,285,0,0,0,0,0,0
Kyle Wellwood,1,76,20,35,0,55,9,489,92,143,0,235,0,0,0,0,0,0
Linus Omark,3,75,34,42,0,76,3,79,8,24,0,32,0,0,0,0,0,0
Marc-Edouard Vlasic,1,1,0,2,0,2,9,670,39,148,4,187,0,0,0,0,0,0
Mark Barberio,3,215,30,104,2,134,3,103,6,11,0,17,0,0,0,0,0,0
Mike Crowley,3,131,20,52,4,72,3,67,5,15,0,20,0,0,0,0,0,0
Mike Ricci,1,2,0,0,0,0,9,620,111,173,2,284,0,0,0,0,0,0
Mike Rucinski,3,170,12,36,5,48,3,26,0,2,0,2,0,0,0,0,0,0
Mikko Lehtonen,3,206,56,68,3,124,3,17,1,2,0,3,0,0,0,0,0,0
Nathan Beaulieu,3,132,16,46,5,62,3,87,1,12,4,13,0,0,0,0,0,0
Niclas Havelid,1,2,0,0,0,0,9,628,34,137,0,171,0,0,0,0,0,0
Nicolas Blanchard,9,531,64,80,101,144,1,9,0,0,4,0,0,0,0,0,0,0
Petr Tenkrat,3,39,13,19,0,32,3,177,22,30,0,52,0,0,0,0,0,0
Phil Kessel,1,2,1,0,0,1,9,668,247,273,3,520,0,0,0,0,0,0
Richard Matvichuk,1,42,1,3,0,4,9,574,26,108,2,134,0,0,0,0,0,0
Rickard Wallin,3,151,40,62,0,102,3,79,8,11,0,19,0,0,0,0,0,0
Riku Hahl,3,108,20,31,2,51,3,92,5,8,0,13,0,0,0,0,0,0
Rob Brown,3,198,59,150,3,209,3,190,38,49,2,87,0,0,0,0,0,0
Rob Globke,3,164,22,32,1,54,3,46,1,1,0,2,0,0,0,0,0,0
Sean Bergenheim,1,55,25,22,1,47,9,506,96,84,4,180,0,0,0,0,0,0
Sean Haggerty,3,209,73,73,2,146,3,13,1,2,0,3,0,0,0,0,0,0
Steve Leach,3,19,7,7,0,14,3,132,7,11,10,18,0,0,0,0,0,0
Stewart Malgunas,3,127,16,37,2,53,3,22,0,1,0,1,0,0,0,0,0,0
Teemu Hartikainen,3,164,45,66,4,111,3,52,6,7,0,13,0,0,0,0,0,0
Thomas Pihlman,3,203,30,52,2,82,3,15,1,1,0,2,0,0,0,0,0,0
Tom Gilbert,1,48,4,26,0,30,9,592,43,173,1,216,0,0,0,0,0,0
Travis Zajac,1,2,0,1,0,1,9,625,127,221,4,348,0,0,0,0,0,0
Tye McGinn,3,163,46,33,13,79,3,87,9,8,4,17,0,0,0,0,0,0
Tyler Toffoli,3,77,44,31,0,75,3,148,37,46,0,83,0,0,0,0,0,0
Victor Oreskovich,3,103,16,23,2,39,3,67,2,7,3,9,0,0,0,0,0,0
Alexander Mogilny,1,19,4,10,0,14,8,454,176,232,1,408,0,0,0,0,0,0
Anders Myrvold,4,234,12,70,3,82,2,20,0,2,0,2,0,0,0,0,0,0
Andrei Nazarov,1,1,0,0,0,0,8,442,31,44,123,75,0,0,0,0,0,0
Andrew Joudrey,8,492,77,105,1,182,1,1,0,0,0,0,0,0,0,0,0,0
Andrew Shaw,2,66,20,17,10,37,4,244,56,47,10,103,0,0,0,0,0,0
Antti Aalto,2,69,18,35,1,53,4,151,11,17,0,28,0,0,0,0,0,0
Brad Church,8,276,45,66,17,111,1,2,0,0,0,0,0,0,0,0,0,0
Brad Hunt,4,207,35,104,0,139,2,14,1,2,0,3,0,0,0,0,0,0
Brandon Gormley,4,149,16,60,0,76,2,32,2,2,0,4,0,0,0,0,0,0
Brett MacLean,4,254,99,104,3,203,2,18,2,3,0,5,0,0,0,0,0,0
Brian Fahey,8,501,56,129,10,185,1,7,0,1,0,1,0,0,0,0,0,0
Brian Gibbons,4,194,33,68,1,101,2,66,5,17,0,22,0,0,0,0,0,0
Brian White,8,473,15,61,5,76,1,2,0,0,0,0,0,0,0,0,0,0
Bryan Lerg,8,348,89,106,4,195,1,2,1,0,0,1,0,0,0,0,0,0
Bryan Little,1,34,9,16,0,25,8,556,146,197,2,343,0,0,0,0,0,0
Bryan Young,4,176,3,15,4,18,2,17,0,0,0,0,0,0,0,0,0,0
Casey Cizikas,2,83,25,41,1,66,4,210,21,32,0,53,0,0,0,0,0,0
Chad Kolarik,4,277,98,111,5,209,2,6,0,1,0,1,0,0,0,0,0,0
Charlie Stephens,4,297,77,136,3,213,2,8,0,2,0,2,0,0,0,0,0,0
Chris Joseph,2,57,11,32,0,43,4,107,4,13,1,17,0,0,0,0,0,0
Chris Kenady,4,218,47,57,27,104,2,7,0,2,0,2,0,0,0,0,0,0
Chris Schmidt,8,425,79,100,16,179,1,10,0,2,1,2,0,0,0,0,0,0
Chris Therien,1,2,0,0,0,0,8,563,18,81,7,99,0,0,0,0,0,0
Craig Millar,2,103,13,39,5,52,4,113,8,14,0,22,0,0,0,0,0,0
Damian Surma,4,185,25,27,5,52,2,2,1,1,0,2,0,0,0,0,0,0
Dan Sexton,4,144,36,64,0,100,2,88,13,19,0,32,0,0,0,0,0,0
Darcy Verot,8,434,44,74,108,118,1,37,0,2,12,2,0,0,0,0,0,0
David Jones,1,45,14,16,0,30,8,387,93,80,2,173,0,0,0,0,0,0
David Nemirovsky,4,117,32,51,1,83,2,43,9,13,0,22,0,0,0,0,0,0
Derek Peltier,4,174,6,40,1,46,2,14,0,0,0,0,0,0,0,0,0,0
Derick Brassard,1,42,15,36,1,51,8,483,100,185,4,285,0,0,0,0,0,0
Drew Bagnall,8,474,9,61,66,70,1,2,0,0,0,0,0,0,0,0,0,0
Dwight Helminen,4,285,74,72,1,146,2,27,2,1,0,3,0,0,0,0,0,0
Evgeny Grachev,4,268,42,60,0,102,2,34,1,3,0,4,0,0,0,0,0,0
Garrett Wilson,4,179,41,33,14,74,2,5,0,0,0,0,0,0,0,0,0,0
Gavin Morgan,8,523,81,151,65,232,1,6,0,0,4,0,0,0,0,0,0,0
Greg McKegg,4,190,50,58,3,108,2,4,0,0,0,0,0,0,0,0,0,0
Hugh Jessiman,8,498,117,112,59,229,1,2,0,0,1,0,0,0,0,0,0,0
James Black,2,34,8,13,0,21,4,218,35,33,0,68,0,0,0,0,0,0
Jamie Tardif,8,489,141,125,29,266,1,2,0,0,0,0,0,0,0,0,0,0
Jason Bonsignore,4,135,26,47,0,73,2,58,2,11,0,13,0,0,0,0,0,0
Jason Zucker,2,77,32,31,2,63,4,98,29,9,0,38,0,0,0,0,0,0
Jeff Daw,8,492,142,185,1,327,1,1,0,1,0,1,0,0,0,0,0,0
Jonas Andersson,4,189,32,31,1,63,2,9,0,0,0,0,0,0,0,0,0,0
Jonathan Marchessault,4,295,92,162,2,254,2,4,1,1,0,2,0,0,0,0,0,0
Josh Leivo,4,115,34,42,3,76,2,16,2,1,0,3,0,0,0,0,0,0
Justin Faulk,2,43,7,23,1,30,4,262,33,85,3,118,0,0,0,0,0,0
Karl Stollery,4,209,21,70,3,91,2,12,0,0,0,0,0,0,0,0,0,0
Ken Gernander,8,605,172,198,0,370,1,2,0,0,0,0,0,0,0,0,0,0
Kevan Miller,4,154,7,38,21,45,2,88,3,10,5,13,0,0,0,0,0,0
Kevin Dean,2,78,5,15,1,20,4,245,5,37,0,42,0,0,0,0,0,0
Kyle Okposo,1,35,9,19,0,28,8,450,117,188,2,305,0,0,0,0,0,0
Lasse Kukkonen,2,84,3,22,1,25,4,159,6,16,1,22,0,0,0,0,0,0
Louis Leblanc,4,234,48,49,2,97,2,50,5,5,0,10,0,0,0,0,0,0
Marcus Foligno,2,93,26,40,7,66,4,192,26,44,13,70,0,0,0,0,0,0
Mark Lawrence,2,39,14,10,0,24,4,127,18,25,2,43,0,0,0,0,0,0
Matt Niskanen,1,13,0,3,0,3,8,573,39,159,8,198,0,0,0,0,0,0
Matt Tennyson,4,164,17,48,1,65,2,31,2,8,0,10,0,0,0,0,0,0
Maxim Galanov,2,87,12,36,0,48,4,122,8,12,0,20,0,0,0,0,0,0
Michael Latta,4,183,38,62,37,100,2,70,1,9,10,10,0,0,0,0,0,0
