Player,AHL.Season,AHL.GP,AHL.Goals,AHL.Assists,AHL.Fights,AHL.Points,NHL.Season,NHL.GP,NHL.Goals,NHL.Assists,NHL.Fights,NHL.Points,WHL.Seasons,WHL.GP,WHL.Goals,WHL.Assists,WHL.Fights,WHL.Points
Kevin Westgarth,4,224,22,28,66,50,5,169,7,9,32,16,0,0,0,0,0,0
Kyle Palmieri,4,148,75,59,4,134,5,198,43,46,3,89,0,0,0,0,0,0
Mark Rycroft,5,291,56,97,9,153,4,226,21,25,6,46,0,0,0,0,0,0
Mark Stuart,2,109,8,19,6,27,10,567,23,63,42,86,0,0,0,0,0,0
Matt Greene,2,26,2,5,1,7,10,586,16,62,44,78,0,0,0,0,0,0
Maxim Kuznetsov,5,204,10,26,2,36,4,136,2,8,4,10,0,0,0,0,0,0
Nicklas Bergfors,4,257,64,86,0,150,5,173,35,48,0,83,0,0,0,0,0,0
Patrick Eaves,2,25,9,10,0,19,10,491,88,85,5,173,0,0,0,0,0,0
Petr Svoboda,4,118,10,19,0,29,5,222,12,61,5,73,0,0,0,0,0,0
Rene Bourque,2,5,2,2,0,4,10,611,148,142,6,290,0,0,0,0,0,0
Rob Schremp,4,217,47,125,0,172,5,114,20,34,0,54,0,0,0,0,0,0
Ryane Clowe,2,106,24,48,11,72,10,491,112,197,57,309,0,0,0,0,0,0
Shane Hnidy,2,136,18,39,17,57,10,550,16,55,40,71,0,0,0,0,0,0
Slava Voynov,5,266,42,81,3,123,4,190,18,63,1,81,0,0,0,0,0,0
Stacy Roest,4,222,82,155,0,237,5,244,28,48,0,76,0,0,0,0,0,0
Terry Virtue,10,632,48,222,43,270,2,5,0,0,0,0,0,0,0,0,0,0
Thomas Pock,4,207,33,106,2,139,5,118,8,9,0,17,0,0,0,0,0,0
Tom Pyatt,4,156,32,51,0,83,5,245,27,27,1,54,0,0,0,0,0,0
Tomas Malec,5,289,11,67,11,78,4,46,0,2,3,2,0,0,0,0,0,0
Valtteri Filppula,2,77,22,52,0,74,10,640,137,220,0,357,0,0,0,0,0,0
Yuri Butsayev,5,142,63,48,0,111,4,99,10,4,0,14,0,0,0,0,0,0
Yves Sarault,4,105,30,45,2,75,5,45,6,7,3,13,0,0,0,0,0,0
Adam Burish,2,118,21,19,10,40,9,378,27,33,30,60,0,0,0,0,0,0
Adam McQuaid,3,178,8,26,27,34,6,283,9,34,42,43,0,0,0,0,0,0
Alec Martinez,3,147,20,49,1,69,6,259,29,48,0,77,0,0,0,0,0,0
Alyn McCauley,2,52,17,29,0,46,9,488,69,97,0,166,0,0,0,0,0,0
Andrej Sekera,2,94,5,31,0,36,9,486,31,128,0,159,0,0,0,0,0,0
Billy Tibbetts,6,192,61,93,44,154,3,82,2,8,16,10,0,0,0,0,0,0
Bobby Allen,6,326,22,77,0,99,3,51,0,3,0,3,0,0,0,0,0,0
Brandon Mashinter,6,398,96,98,57,194,3,23,0,0,5,0,0,0,0,0,0,0
Brett Bellemore,6,300,6,34,22,40,3,121,4,16,5,20,0,0,0,0,0,0
Brian Lashoff,6,194,12,30,3,42,3,117,2,11,1,13,0,0,0,0,0,0
Casey Hankinson,6,447,128,144,21,272,3,18,0,1,1,1,0,0,0,0,0,0
Christian Backman,3,148,17,40,0,57,6,302,23,56,0,79,0,0,0,0,0,0
Dan Girardi,2,111,10,53,1,63,9,651,40,158,5,198,0,0,0,0,0,0
Darius Kasparaitis,2,16,1,3,0,4,9,574,19,80,14,99,0,0,0,0,0,0
Darren Rumble,6,223,21,104,1,125,3,36,0,4,0,4,0,0,0,0,0,0
Dave Liffiton,6,306,15,46,66,61,3,7,1,0,2,1,0,0,0,0,0,0
David Backes,2,43,15,8,3,23,9,648,185,230,30,415,0,0,0,0,0,0
David Clarkson,2,123,33,39,35,72,9,547,112,84,96,196,0,0,0,0,0,0
David Krejci,2,94,38,64,1,102,9,551,117,292,4,409,0,0,0,0,0,0
David Moss,2,91,30,39,0,69,9,501,78,100,2,178,0,0,0,0,0,0
Denis Grebeshkov,3,129,5,39,0,44,6,234,17,68,0,85,0,0,0,0,0,0
Erik Reitz,6,387,39,119,38,158,3,48,1,1,8,2,0,0,0,0,0,0
Erik Westrum,6,410,104,189,11,293,3,27,1,2,0,3,0,0,0,0,0,0
Evan Oberg,6,331,30,86,2,116,3,7,0,0,0,0,0,0,0,0,0,0
Frank Banham,6,336,100,99,3,199,3,29,9,2,0,11,0,0,0,0,0,0
Frans Nielsen,2,102,30,52,1,82,9,525,99,198,0,297,0,0,0,0,0,0
Grant Clitsome,3,169,14,40,1,54,6,205,15,56,1,71,0,0,0,0,0,0
Greg Rallo,9,529,138,148,5,286,2,11,1,0,0,1,0,0,0,0,0,0
Ian Moran,2,30,2,5,2,7,9,402,16,44,7,60,0,0,0,0,0,0
J.P. Vigier,3,188,83,70,0,153,6,213,23,23,1,46,0,0,0,0,0,0
James Sheppard,3,40,8,16,0,24,6,394,23,68,10,91,0,0,0,0,0,0
Jamie McBain,3,83,9,36,0,45,6,301,28,73,0,101,0,0,0,0,0,0
Jan Bulis,2,7,1,6,0,7,9,552,96,149,0,245,0,0,0,0,0,0
Jean-Guy Trudel,6,464,175,304,0,479,3,5,0,0,0,0,0,0,0,0,0,0
Jean-Philippe Cote,9,572,21,92,55,113,2,27,0,4,2,4,0,0,0,0,0,0
Jordan Schroeder,6,227,57,86,0,143,3,81,9,14,0,23,0,0,0,0,0,0
Justin Papineau,6,257,119,119,3,238,3,81,11,8,0,19,0,0,0,0,0,0
Karel Pilar,6,127,21,56,0,77,3,90,6,24,0,30,0,0,0,0,0,0
Kaspars Daugavins,6,189,48,64,2,112,3,91,6,9,1,15,0,0,0,0,0,0
Keith Yandle,2,99,7,42,2,49,9,579,67,255,6,322,0,0,0,0,0,0
Ladislav Smid,2,79,4,29,1,33,9,561,12,60,15,72,0,0,0,0,0,0
Marc-Andre Cliche,6,341,68,83,9,151,3,151,3,11,2,14,0,0,0,0,0,0
Marcus Nilson,2,133,17,48,2,65,9,521,67,101,13,168,0,0,0,0,0,0
Mark Giordano,2,78,16,44,3,60,9,510,66,179,13,245,0,0,0,0,0,0
Mathieu Perreault,3,167,38,97,2,135,6,290,69,85,0,154,0,0,0,0,0,0
Matt Hussey,6,370,70,90,0,160,3,21,2,2,0,4,0,0,0,0,0,0
Mike Farrell,6,332,54,65,17,119,3,13,0,0,0,0,0,0,0,0,0,0
Mikhail Grabovski,2,78,25,49,0,74,9,476,116,155,2,271,0,0,0,0,0,0
Nazem Kadri,3,119,43,64,5,107,6,250,64,88,3,152,0,0,0,0,0,0
Nick Spaling,3,131,20,34,1,54,6,379,49,62,0,111,0,0,0,0,0,0
Pascal Pelletier,6,426,139,206,11,345,3,16,0,0,0,0,0,0,0,0,0,0
Paul Szczechura,6,271,82,111,4,193,3,92,10,10,0,20,0,0,0,0,0,0
Radoslav Suchy,3,112,10,48,0,58,6,451,13,58,0,71,0,0,0,0,0,0
Raymond Sawada,6,287,47,79,35,126,3,11,1,0,0,1,0,0,0,0,0,0
Robbie Earl,6,313,66,103,1,169,3,47,6,1,0,7,0,0,0,0,0,0
Ryan Callahan,2,71,42,28,3,70,9,547,162,157,13,319,0,0,0,0,0,0
Ryan O'Byrne,3,118,3,23,9,26,6,308,5,34,15,39,0,0,0,0,0,0
Ryan O'Marra,6,286,30,54,11,84,3,33,1,6,1,7,0,0,0,0,0,0
Ryan Wilson,3,72,4,18,8,22,6,230,7,60,13,67,0,0,0,0,0,0
Sean Gagnon,6,264,21,44,40,65,3,12,0,1,5,1,0,0,0,0,0,0
Sean Pronger,3,180,53,59,4,112,6,214,16,28,5,44,0,0,0,0,0,0
Sergei Kostitsyn,3,54,15,33,0,48,6,353,67,109,3,176,0,0,0,0,0,0
Shawn Heins,3,145,25,73,15,98,6,125,4,12,13,16,0,0,0,0,0,0
Steve Kampfer,6,218,24,69,3,93,3,86,9,10,0,19,0,0,0,0,0,0
T.J. Brennan,6,374,88,163,16,251,3,46,4,8,1,12,0,0,0,0,0,0
Todd Gill,3,50,2,17,0,19,6,289,23,41,7,64,0,0,0,0,0,0
Tony Hrkac,3,97,22,44,0,66,6,425,70,105,1,175,0,0,0,0,0,0
Trevor Letowski,2,142,43,55,0,98,9,616,84,117,1,201,0,0,0,0,0,0
Olli Jokinen,1,9,3,6,0,9,17,1231,321,429,26,750,0,0,0,0,0,0
Patrik Elias,1,3,3,0,0,3,17,1206,404,608,6,1012,0,0,0,0,0,0
Shane Doan,1,39,21,21,4,42,17,1257,357,512,36,869,0,0,0,0,0,0
Akim Aliu,8,231,43,28,11,71,2,7,2,1,0,3,0,0,0,0,0,0
Alex Goligoski,2,96,12,44,0,56,8,480,50,190,0,240,0,0,0,0,0,0
"Andrew ""Bubba"" Berenzweig",4,192,30,52,0,82,4,37,3,7,0,10,0,0,0,0,0,0
Anton Lander,4,136,37,71,0,108,4,132,8,20,0,28,0,0,0,0,0,0
Anton Stralman,2,57,7,20,0,27,8,476,27,124,1,151,0,0,0,0,0,0
B.J. Crombeen,2,117,19,21,30,40,8,445,34,46,101,80,0,0,0,0,0,0
Brandon Bollig,4,146,13,11,44,24,4,187,8,11,28,19,0,0,0,0,0,0
Cal Clutterbuck,2,75,11,13,3,24,8,495,81,64,10,145,0,0,0,0,0,0
Carl Corazzini,8,492,126,144,0,270,2,19,2,1,0,3,0,0,0,0,0,0
Chris Dingman,2,94,14,18,25,32,8,385,15,19,101,34,0,0,0,0,0,0
Chris Hajt,8,495,28,80,7,108,2,6,0,0,0,0,0,0,0,0,0,0
Christian Matte,4,276,129,177,1,306,4,20,1,2,0,3,0,0,0,0,0,0
Claude Giroux,2,38,18,18,0,36,8,496,144,306,4,450,0,0,0,0,0,0
Cory Cross,2,4,0,0,0,0,8,464,27,73,7,100,0,0,0,0,0,0
D.J. Smith,8,389,37,93,68,130,2,37,1,0,8,1,0,0,0,0,0,0
Dan McGillis,2,108,17,49,1,66,8,561,50,166,2,216,0,0,0,0,0,0
Dan Trebil,4,150,20,58,8,78,4,56,1,1,1,2,0,0,0,0,0,0
Dave Gove,8,451,100,127,2,227,2,2,0,1,0,1,0,0,0,0,0,0
David Cullen,8,526,53,194,1,247,2,19,0,0,0,0,0,0,0,0,0,0
David Legwand,1,3,0,0,0,0,16,1057,223,381,0,604,0,0,0,0,0,0
Derek Morris,1,3,1,2,0,3,16,1107,92,332,35,424,0,0,0,0,0,0
Drew Bannister,4,204,20,64,8,84,4,86,1,10,3,11,0,0,0,0,0,0
Eric Weinrich,2,88,3,19,1,22,8,637,31,154,5,185,0,0,0,0,0,0
Erik Gustafsson,4,144,13,82,1,95,4,91,6,17,0,23,0,0,0,0,0,0
Grant Marshall,2,125,13,48,3,61,8,572,77,123,57,200,0,0,0,0,0,0
Gustav Nyquist,4,137,53,90,0,143,4,179,59,56,0,115,0,0,0,0,0,0
Hal Gill,1,4,1,0,1,1,16,1108,36,148,31,184,0,0,0,0,0,0
Jack Hillen,2,35,4,15,1,19,8,304,13,58,1,71,0,0,0,0,0,0
Jake Muzzin,4,146,12,49,1,61,4,208,22,60,1,82,0,0,0,0,0,0
Jani Rita,4,268,84,95,1,179,4,66,9,5,0,14,0,0,0,0,0,0
Jared Ross,8,448,101,204,5,305,2,13,0,0,0,0,0,0,0,0,0,0
Jaroslav Obsut,8,332,37,97,1,134,2,7,0,0,0,0,0,0,0,0,0,0
Jason Marshall,2,50,7,12,5,19,8,426,14,41,37,55,0,0,0,0,0,0
Jason York,2,8,6,4,0,10,8,569,33,137,3,170,0,0,0,0,0,0
Jimmy Hayes,4,120,36,40,2,76,4,168,36,30,4,66,0,0,0,0,0,0
Jiri Novotny,4,200,22,69,0,91,4,189,20,31,0,51,0,0,0,0,0,0
Joakim Andersson,4,189,38,63,1,101,4,176,14,19,0,33,0,0,0,0,0,0
John Tripp,8,258,79,77,20,156,2,43,2,7,5,9,0,0,0,0,0,0
Jon Matsumoto,8,486,145,180,2,325,2,14,2,0,0,2,0,0,0,0,0,0
Justin Abdelkader,2,109,35,41,12,76,8,398,61,71,16,132,0,0,0,0,0,0
Karl Stewart,4,277,66,71,15,137,4,69,2,4,2,6,0,0,0,0,0,0
Krzysztof Oliwa,2,30,0,2,4,2,8,409,17,28,177,45,0,0,0,0,0,0
Ladislav Nagy,2,89,29,42,1,71,8,435,115,196,1,311,0,0,0,0,0,0
Liam Reddox,4,186,57,64,0,121,4,100,6,18,0,24,0,0,0,0,0,0
Mariusz Czerkawski,2,40,16,24,0,40,8,548,158,161,2,319,0,0,0,0,0,0
Mark Borowiecki,4,185,11,33,37,44,4,84,2,10,17,12,0,0,0,0,0,0
Mark Flood,8,391,56,121,5,177,2,39,3,5,0,8,0,0,0,0,0,0
Mason Raymond,2,31,9,12,0,21,8,513,111,135,0,246,0,0,0,0,0,0
Mattias Ritola,4,228,50,83,0,133,4,43,4,5,0,9,0,0,0,0,0,0
Mattias Tedenby,4,126,28,38,0,66,4,120,10,20,0,30,0,0,0,0,0,0
Mattias Weinhandl,4,104,39,57,0,96,4,182,19,37,0,56,0,0,0,0,0,0
Maxim Mayorov,4,260,63,56,0,119,4,22,2,1,0,3,0,0,0,0,0,0
Michel Picard,4,303,112,180,0,292,4,70,13,23,1,36,0,0,0,0,0,0
Mike LeClerc,2,113,43,50,11,93,8,336,63,93,19,156,0,0,0,0,0,0
Niklas Hjalmarsson,2,99,6,25,1,31,8,469,16,85,1,101,0,0,0,0,0,0
Oleg Tverdovsky,2,23,13,14,0,27,8,513,57,163,2,220,0,0,0,0,0,0
Pavel Rosa,4,200,95,119,0,214,4,36,5,13,0,18,0,0,0,0,0,0
Peter Holland,4,143,55,69,7,124,4,130,21,21,1,42,0,0,0,0,0,0
Robert Bortuzzo,4,236,10,43,23,53,4,126,5,17,16,22,0,0,0,0,0,0
Sean Brown,2,64,5,12,11,17,8,431,14,43,68,57,0,0,0,0,0,0
Shawn Matthias,2,88,16,17,0,33,8,408,69,62,4,131,0,0,0,0,0,0
Steve Washburn,4,136,39,82,0,121,4,74,11,8,0,19,0,0,0,0,0,0
Ted Purcell,2,105,41,80,0,121,8,483,87,175,0,262,0,0,0,0,0,0
Tim Stapleton,4,176,67,95,0,162,4,118,19,18,0,37,0,0,0,0,0,0
Todd Bertuzzi,1,2,0,0,0,0,16,1019,286,422,33,708,0,0,0,0,0,0
Tomas Tatar,4,265,87,109,6,196,4,182,53,50,0,103,0,0,0,0,0,0
Tommy Albelin,2,10,0,4,0,4,8,407,11,65,0,76,0,0,0,0,0,0
Yannick Tremblay,2,62,15,27,0,42,8,385,38,87,3,125,0,0,0,0,0,0
Aaron Volpatti,3,66,3,10,13,13,5,114,5,2,18,7,0,0,0,0,0,0
Adam Henrique,3,92,30,29,0,59,5,269,68,85,2,153,0,0,0,0,0,0
Alex Tanguay,1,5,1,2,0,3,15,1018,275,553,2,828,0,0,0,0,0,0
Andreas Karlsson,3,98,30,54,0,84,5,264,16,35,0,51,0,0,0,0,0,0
Andrew Desjardins,3,212,39,58,19,97,5,285,15,35,26,50,0,0,0,0,0,0
Arturs Kulda,5,260,18,60,10,78,3,15,0,2,0,2,0,0,0,0,0,0
Ben Smith,3,155,61,48,1,109,5,175,25,19,0,44,0,0,0,0,0,0
Ben Street,5,278,91,125,0,216,3,22,0,2,0,2,0,0,0,0,0,0
Brad Tapper,5,160,45,61,1,106,3,71,14,11,2,25,0,0,0,0,0,0
Brandon Reid,5,332,88,147,1,235,3,13,2,4,0,6,0,0,0,0,0,0
Brandon Yip,3,103,19,29,1,48,5,174,29,27,7,56,0,0,0,0,0,0
Casey Borer,5,210,13,39,5,52,3,16,1,2,1,3,0,0,0,0,0,0
Chris Tanev,3,102,3,32,0,35,5,226,10,37,0,47,0,0,0,0,0,0
Christian Hanson,5,278,52,79,8,131,3,42,3,6,0,9,0,0,0,0,0,0
Christoph Schubert,3,210,6,26,2,32,5,315,25,47,2,72,0,0,0,0,0,0
Cory Murphy,5,76,8,43,0,51,3,91,9,27,0,36,0,0,0,0,0,0
Dan Fritsche,3,90,20,33,0,53,5,256,34,42,3,76,0,0,0,0,0,0
Dmitri Afanasenkov,3,128,13,25,0,38,5,227,27,27,0,54,0,0,0,0,0,0
Dmitri Orlov,5,79,12,35,0,47,3,119,6,25,0,31,0,0,0,0,0,0
Drew Larman,5,268,50,50,5,100,3,26,2,1,0,3,0,0,0,0,0,0
Dylan Olsen,5,168,8,27,3,35,3,116,5,16,0,21,0,0,0,0,0,0
Eric Beaudoin,5,235,68,94,7,162,3,53,3,8,1,11,0,0,0,0,0,0
Fedor Fedorov,5,216,49,61,3,110,3,18,0,2,0,2,0,0,0,0,0,0
Ivan Huml,5,277,76,73,2,149,3,49,6,12,0,18,0,0,0,0,0,0
Jacob Josefson,3,60,15,25,0,40,5,180,13,23,0,36,0,0,0,0,0,0
Jan Mursak,5,213,43,60,4,103,3,46,2,2,0,4,0,0,0,0,0,0
Jason Jaspers,5,332,78,112,2,190,3,9,0,1,0,1,0,0,0,0,0,0
Jeff Petry,3,51,7,21,0,28,5,314,20,61,1,81,0,0,0,0,0,0
Joe Vitale,3,139,17,49,5,66,5,233,11,33,9,44,0,0,0,0,0,0
Joel Prpic,5,372,66,115,13,181,3,18,0,3,0,3,0,0,0,0,0,0
John Moore,3,102,9,26,1,35,5,230,9,31,4,40,0,0,0,0,0,0
Justin Braun,3,43,5,24,0,29,5,287,9,60,1,69,0,0,0,0,0,0
Kevin Brown,5,233,89,134,11,223,3,23,4,2,0,6,0,0,0,0,0,0
Kevin Dallman,5,217,15,65,2,80,3,154,8,23,1,31,0,0,0,0,0,0
Korbinian Holzer,5,267,10,59,8,69,3,58,2,7,2,9,0,0,0,0,0,0
Lane MacDermid,5,274,18,30,65,48,3,21,2,2,6,4,0,0,0,0,0,0
Lubos Bartecko,3,95,28,43,0,71,5,257,46,65,0,111,0,0,0,0,0,0
Luca Caputi,5,228,57,83,12,140,3,35,3,6,0,9,0,0,0,0,0,0
Magnus Paajarvi,3,108,22,52,0,74,5,228,32,39,0,71,0,0,0,0,0,0
Mark Olver,5,180,48,74,6,122,3,74,10,12,1,22,0,0,0,0,0,0
Matt Bartkowski,3,175,11,58,5,69,5,131,0,24,2,24,0,0,0,0,0,0
Matt Frattin,3,103,49,34,0,83,5,135,17,18,2,35,0,0,0,0,0,0
Matt Gilroy,3,81,16,24,0,40,5,225,11,37,1,48,0,0,0,0,0,0
Matt Murley,5,346,96,174,12,270,3,62,2,7,2,9,0,0,0,0,0,0
Michal Handzus,1,69,27,36,0,63,15,1009,185,298,3,483,0,0,0,0,0,0
Mike Duco,5,267,56,51,36,107,3,18,0,2,5,2,0,0,0,0,0,0
Mike Hurlbut,5,288,44,123,4,167,3,5,0,0,0,0,0,0,0,0,0,0
Mike Knuble,1,1,0,1,0,1,15,1059,277,270,7,547,0,0,0,0,0,0
Nick Palmieri,5,212,49,46,3,95,3,87,13,12,0,25,0,0,0,0,0,0
Pat Leahy,5,271,68,87,3,155,3,50,4,4,1,8,0,0,0,0,0,0
Patrick Bordeleau,5,228,9,24,51,33,3,129,8,8,12,16,0,0,0,0,0,0
Petr Sykora,1,2,4,1,0,5,15,947,306,374,1,680,0,0,0,0,0,0
Petteri Nokelainen,3,85,11,17,2,28,5,245,20,21,5,41,0,0,0,0,0,0
Philip Larsen,3,73,6,33,0,39,5,125,8,23,0,31,0,0,0,0,0,0
Radim Bicanek,3,222,40,97,10,137,5,95,1,10,0,11,0,0,0,0,0,0
Ricard Persson,3,53,8,21,3,29,5,163,4,35,11,39,0,0,0,0,0,0
Robert Nilsson,3,102,28,68,0,96,5,252,37,81,0,118,0,0,0,0,0,0
Rumun Ndur,5,131,6,24,28,30,3,67,2,3,11,5,0,0,0,0,0,0
Ryan Spooner,5,150,39,97,0,136,3,56,8,21,0,29,0,0,0,0,0,0
Ryan Stoa,5,290,82,86,10,168,3,40,4,3,1,7,0,0,0,0,0,0
Sami Salo,1,3,2,0,0,2,15,878,99,240,0,339,0,0,0,0,0,0
Scott Parse,5,127,22,46,1,68,3,73,14,16,0,30,0,0,0,0,0,0
Steve Kariya,5,291,112,157,0,269,3,65,9,18,0,27,0,0,0,0,0,0
Steve Oleksy,5,220,7,47,34,54,3,62,3,16,8,19,0,0,0,0,0,0
T.J. Brodie,3,115,7,50,0,57,5,266,19,81,0,100,0,0,0,0,0,0
Tomas Surovy,5,197,90,74,1,164,3,126,27,32,1,59,0,0,0,0,0,0
Zdenek Kutlak,5,325,24,56,3,80,3,16,1,2,0,3,0,0,0,0,0,0
Andrei Kostitsyn,2,114,39,60,2,99,7,398,103,119,2,222,0,0,0,0,0,0
Andrew Brunette,1,43,21,46,1,67,14,1076,261,455,0,716,0,0,0,0,0,0
Andrew Campbell,7,454,16,73,12,89,2,36,0,1,0,1,0,0,0,0,0,0
Artem Anisimov,2,154,53,71,1,124,7,412,86,106,0,192,0,0,0,0,0,0
Brad Bombardir,2,6,0,0,0,0,7,356,8,46,1,54,0,0,0,0,0,0
Brendan Morrison,1,72,35,49,0,84,14,934,200,401,0,601,0,0,0,0,0,0
Brian Holzinger,2,56,12,40,0,52,7,404,61,103,2,164,0,0,0,0,0,0
Chris Butler,2,41,3,18,0,21,7,382,13,71,3,84,0,0,0,0,0,0
Chris Durno,7,419,113,110,22,223,2,43,4,4,3,8,0,0,0,0,0,0
Clarke Wilm,2,115,29,43,11,72,7,455,37,60,17,97,0,0,0,0,0,0
Darby Hendrickson,2,51,9,13,1,22,7,384,47,47,7,94,0,0,0,0,0,0
Dave Lowry,2,44,6,12,0,18,7,343,42,55,9,97,0,0,0,0,0,0
Donald Audette,2,22,10,10,0,20,7,401,120,144,3,264,0,0,0,0,0,0
Drew Fata,7,289,16,44,50,60,2,8,1,1,1,2,0,0,0,0,0,0
Erik Johnson,2,2,0,0,0,0,7,456,48,145,9,193,0,0,0,0,0,0
Frederic St. Denis,7,382,31,103,1,134,2,21,1,3,0,4,0,0,0,0,0,0
James Neal,2,67,22,20,1,42,7,480,184,168,8,352,0,0,0,0,0,0
Jason Garrison,2,113,11,43,1,54,7,388,42,96,3,138,0,0,0,0,0,0
Jeff Halpern,1,6,2,1,0,3,14,976,152,221,17,373,0,0,0,0,0,0
Jochen Hecht,1,74,21,35,0,56,14,833,186,277,7,463,0,0,0,0,0,0
Jody Hull,2,35,3,10,0,13,7,354,29,36,0,65,0,0,0,0,0,0
Karel Rachunek,2,12,0,4,0,4,7,371,22,118,3,140,0,0,0,0,0,0
Matt Corrente,7,293,18,55,55,73,2,34,0,6,6,6,0,0,0,0,0,0
Michal Grosek,2,60,22,37,4,59,7,394,60,110,10,170,0,0,0,0,0,0
Mike Vernace,7,438,27,125,12,152,2,22,0,1,0,1,0,0,0,0,0,0
Mikkel Boedker,2,100,23,49,0,72,7,383,67,107,0,174,0,0,0,0,0,0
Milan Jurcina,2,80,5,15,0,20,7,430,22,59,0,81,0,0,0,0,0,0
Nathan Gerbe,2,101,41,53,2,94,7,347,55,76,3,131,0,0,0,0,0,0
Pavel Kubina,1,55,4,8,4,12,14,970,110,276,19,386,0,0,0,0,0,0
Peter Ratchuk,7,480,66,136,1,202,2,32,1,1,0,2,0,0,0,0,0,0
Peter Regin,2,125,28,60,0,88,7,243,23,44,0,67,0,0,0,0,0,0
Peter Worrell,2,60,18,13,25,31,7,391,19,27,142,46,0,0,0,0,0,0
Sergei Zholtok,2,8,3,5,0,8,7,506,97,129,1,226,0,0,0,0,0,0
Steve McKenna,2,9,2,1,5,3,7,364,18,14,86,32,0,0,0,0,0,0
Todd Rohloff,7,339,10,57,6,67,2,75,0,6,0,6,0,0,0,0,0,0
Vladimir Orszagh,2,123,26,35,1,61,7,289,54,65,2,119,0,0,0,0,0,0
Yannick Lehoux,7,435,115,168,0,283,2,10,2,2,0,4,0,0,0,0,0,0
Brian Gionta,1,37,9,16,0,25,13,845,262,258,1,520,0,0,0,0,0,0
Dany Heatley,1,43,8,12,0,20,13,869,372,419,0,791,0,0,0,0,0,0
Jaroslav Spacek,1,14,4,8,1,12,13,880,82,273,6,355,0,0,0,0,0,0
Jason Blake,1,2,0,1,0,1,13,871,213,273,3,486,0,0,0,0,0,0
Jason Strudwick,1,39,3,1,11,4,13,673,13,42,103,55,0,0,0,0,0,0
Peter Vandermeer,13,615,61,65,221,126,1,2,0,0,0,0,0,0,0,0,0,0
Radim Vrbata,1,20,8,14,0,22,13,871,246,281,1,527,0,0,0,0,0,0
Rostislav Klesla,1,21,3,6,0,9,13,659,48,111,12,159,0,0,0,0,0,0
Ruslan Salei,1,6,3,6,0,9,13,887,45,158,13,203,0,0,0,0,0,0
Sergei Samsonov,1,2,1,0,0,1,13,888,235,336,1,571,0,0,0,0,0,0
Taylor Pyatt,1,27,6,4,1,10,13,859,140,140,12,280,0,0,0,0,0,0
Tom Poti,1,2,1,0,0,1,13,824,69,258,2,327,0,0,0,0,0,0
Adam Larsson,3,67,7,33,0,40,4,192,6,45,0,51,0,0,0,0,0,0
Alan Letang,4,277,11,79,2,90,3,14,0,0,0,0,0,0,0,0,0,0
Alexander Korolyuk,2,67,25,36,0,61,6,296,62,80,5,142,0,0,0,0,0,0
Alexei Tezikov,4,183,23,52,3,75,3,30,1,1,0,2,0,0,0,0,0,0
Andrej Nedorost,4,171,33,53,0,86,3,28,2,3,0,5,0,0,0,0,0,0
Andy Miele,4,280,88,161,7,249,3,15,0,2,1,2,0,0,0,0,0,0
Anthony Peluso,4,181,15,14,42,29,3,107,3,6,16,9,0,0,0,0,0,0
Ben Holmstrom,6,318,54,88,26,142,2,7,0,0,1,0,0,0,0,0,0,0
Blake Bellefeuille,6,343,46,74,1,120,2,5,0,1,0,1,0,0,0,0,0,0
Brad Malone,3,165,29,46,11,75,4,119,11,13,9,24,0,0,0,0,0,0
Brad Marchand,2,113,31,60,3,91,6,377,116,112,6,228,0,0,0,0,0,0
Brad May,1,17,5,5,3,10,12,652,64,79,95,143,0,0,0,0,0,0
Brendan Smith,3,152,27,59,11,86,4,195,10,37,8,47,0,0,0,0,0,0
Brendan Witt,1,27,2,4,1,6,12,798,20,91,66,111,0,0,0,0,0,0
Cam Atkinson,3,89,49,38,1,87,4,219,59,53,0,112,0,0,0,0,0,0
Cameron Schilling,4,210,13,37,5,50,3,6,0,0,0,0,0,0,0,0,0,0
Chris Herperger,3,53,15,18,1,33,4,169,18,25,3,43,0,0,0,0,0,0
Christian Thomas,4,185,42,44,1,86,3,21,1,0,1,1,0,0,0,0,0,0
Connor James,4,287,57,103,1,160,3,16,1,0,0,1,0,0,0,0,0,0
Cory Conacher,4,166,67,86,2,153,3,141,19,39,1,58,0,0,0,0,0,0
Craig Mills,6,394,55,82,65,137,2,27,0,3,2,3,0,0,0,0,0,0
Dalton Prout,3,117,5,19,8,24,4,145,3,18,17,21,0,0,0,0,0,0
Darren Van Impe,2,12,2,8,0,10,6,320,20,68,24,88,0,0,0,0,0,0
Darryl Laplante,4,224,56,40,2,96,3,35,0,6,0,6,0,0,0,0,0,0
David Rundblad,3,86,16,43,0,59,4,104,4,19,0,23,0,0,0,0,0,0
David Savard,3,176,20,77,1,97,4,187,18,43,1,61,0,0,0,0,0,0
Dean McAmmond,1,6,1,2,0,3,12,830,153,207,6,360,0,0,0,0,0,0
Devante Smith-Pelly,3,124,41,35,2,76,4,149,15,28,0,43,0,0,0,0,0,0
Donald Brashear,1,27,2,4,1,6,12,855,74,108,177,182,0,0,0,0,0,0
Doug Doull,6,294,41,42,110,83,2,37,0,1,22,1,0,0,0,0,0,0
Drew Shore,4,146,29,73,1,102,3,78,9,14,0,23,0,0,0,0,0,0
Enver Lisin,3,70,20,23,0,43,4,135,24,18,0,42,0,0,0,0,0,0
